2457905.555	0.631066307	-0.366345341
2457905.557	0.510406039	-0.35516753
2457905.558	0.129984048	-0.356800006
2457905.559	-0.142132476	-0.353037886
2457905.559	-0.410939223	-0.349433746
2457934.642	-4.904132472	0.529924141
2457935.656	-1.488286832	-0.005764435
2457936.622	-2.229333554	0.287938886
2457937.642	-0.250377225	0.254000736
2457942.575	0.149969442	-0.136719061
2457943.561	0.672049661	-0.151475458
2457944.545	-1.042501866	-0.131119398
2457944.545	-1.584690933	-0.118018122
2457945.592	-2.300902067	-0.002575184
2457946.54	-0.61499752	-0.28970386
2457946.54	-1.064661475	-0.280865828
2457948.654	-1.571402119	-0.495937338
2457949.67	-0.971317423	1.355773877
2457949.67	-1.31091456	1.3642369
2457951.463	-1.542179327	0.906610645
2457952.64	0.016935445	0.068172809
2457953.473	-2.410768232	0.021611079
2457954.628	-2.475384735	-0.132309716
2457954.628	-2.8394961	-0.127378523
2457955.637	-0.623618244	0.331201759
2457956.473	0.662159304	-0.155687506
2457959.473	-0.655426666	-0.10180347
2457960.463	-1.635952518	-0.137854246
2457961.485	1.251650294	0.13846489
2457962.471	1.328981418	-0.211012123
2457962.471	0.592925362	-0.197522328
2457964.473	0.556627164	0.230437313
2457965.476	0.402721805	1.129439784
2457966.474	-2.764528092	0.163812501
2457967.509	-1.610736714	1.300522473
2457968.479	0.113430812	0.233588746
2457969.471	-0.044021286	-0.25003724
2457970.476	-1.79023266	-0.18582396
2457971.467	-0.733218908	-0.574299306
2457972.465	1.40084833	-0.238061393
2457972.465	1.927326681	-0.227535229
2457973.466	-0.122209762	0.385141914
2457974.463	0.380833548	-0.11173885
2457979.459	-0.4238983	-0.26579464
2457980.461	-1.003087716	-0.206490012
2457981.505	-1.336605261	-0.221692431
2457981.505	-1.338731045	-0.225245333
2457984.504	0.690609223	0.118500672
2457985.504	-1.724090368	0.309799184
2457986.515	-0.391885323	0.179657719
2457987.525	-0.096791139	0.011175952
2457990.49	-2.731116563	0.078866325
2457991.508	-3.497745742	0.19754147
2457992.503	-2.987297233	-0.58099735
2457993.49	0.119163189	0.031253148
2457994.475	1.031211606	-0.045886732
2457995.478	-1.395530327	-0.521724497
2457996.48	0.013142773	-0.046357648
2457996.48	-0.057618331	-0.042687849
2457997.468	-1.549530566	0.344663027
2457998.482	-2.01211767	0.096751915
2457999.476	1.226804161	2.535800344
2458000.478	0.538725649	0.359383179
2458000.478	0.530431442	0.331987741
2458001.491	-3.574338029	-0.553727897
2458002.476	-3.213539864	-0.00748168
2458007.528	1.147216528	0.881629497
2458011.489	-4.101753713	0.15505472
2458012.476	-6.330323378	-0.329748702
2458013.475	-3.29710722	0.082120742
2458017.468	3.447718584	0.375381086
2458018.513	-0.445223254	-1.59E-05
2458019.479	-2.171987253	-0.068768743
2458020.483	-3.224934982	-0.546047555
2458025.474	2.911324066	1.780295199
2458026.478	-0.881547316	0.101843609
2458027.479	4.093867912	1.355093634
